"url","label","source","collected_at","final_url","status_code","fetch_error","graph_nodes","graph_edges","url_len","host_len","path_len","dot_count","hyphen_count","digit_ratio","entropy","is_https","path_depth","token_count","phish_word_ratio","brand_word_ratio","html_fetched","fetch_failed","status_bad","final_domain_changed","redirect_count","graph_node_count","graph_edge_count","internal_link_ratio","external_link_ratio","external_resource_ratio","form_count","external_form_ratio","password_input_ratio","iframe_ratio","script_ratio","image_ratio","brand_domain_mismatch","empty_navigation_ratio","page_risk_after_mp","max_neighbor_risk","mean_neighbor_risk","risk_spread","risky_edge_ratio","domain_diversity"
"https://steamcommumity.click/facepunch/rust/dlc/jungle?z=v2q","1","OpenPhish","2026-04-26T08:08:15+00:00","https://steamcommumity.click/facepunch/rust/dlc/jungle?z=v2q","200","","1","0","0.2727272727","0.25","0.1625","0.1","0","0.01666666667","0.8227866144","1","0.4","0.2916666667","0","0","1","0","0","0","0","0.005555555556","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"https://p84v-4cdn-twbk.dgardner-allergyasthmanetwork-org-s-account.workers.dev/87004a0a3dbd2ff6?email=target@example.com/","1","OpenPhish","2026-04-26T08:08:15+00:00","https://p84v-4cdn-twbk.dgardner-allergyasthmanetwork-org-s-account.workers.dev/87004a0a3dbd2ff6?email=target@example.com/","200","","1","0","0.55","0.875","0.10625","0.4","0.5","0.09917355372","0.8820889824","1","0.1","0.5833333333","0.07142857143","0","1","0","0","0","0","0.005555555556","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"https://p84v-4cdn-twbk.dgardner-allergyasthmanetwork-org-s-account.workers.dev/ba323276cfc26cef?email=3mail@a.b.c0/","1","OpenPhish","2026-04-26T08:08:14+00:00","https://p84v-4cdn-twbk.dgardner-allergyasthmanetwork-org-s-account.workers.dev/ba323276cfc26cef?email=3mail@a.b.c0/","200","","1","0","0.5227272727","0.875","0.10625","0.5","0.5","0.1130434783","0.8882753747","1","0.1","0.5416666667","0.07692307692","0","1","0","0","0","0","0.005555555556","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"https://p84v-4cdn-twbk.dgardner-allergyasthmanetwork-org-s-account.workers.dev/ee253c837298bf58?email=3mail%40a.b.c0","1","OpenPhish","2026-04-26T08:08:14+00:00","https://p84v-4cdn-twbk.dgardner-allergyasthmanetwork-org-s-account.workers.dev/ee253c837298bf58?email=3mail%40a.b.c0","200","","1","0","0.5272727273","0.875","0.10625","0.5","0.5","0.1551724138","0.8990538872","1","0.1","0.5833333333","0.07142857143","0","1","0","0","0","0","0.005555555556","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"https://p84v-4cdn-twbk.dgardner-allergyasthmanetwork-org-s-account.workers.dev/?email=3mail@a.b.c0","1","OpenPhish","2026-04-26T08:08:15+00:00","https://p84v-4cdn-twbk.dgardner-allergyasthmanetwork-org-s-account.workers.dev/3e75af30c8450deb?email=3mail%40a.b.c0","200","","1","0","0.4454545455","0.875","0.00625","0.5","0.5","0.05102040816","0.8583982881","1","0","0.5","0.08333333333","0","1","0","0","0","0","0.005555555556","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"https://index-4k9.henry-rummenigge-com-s-account.workers.dev/1be6e32b8faff678","1","OpenPhish","2026-04-26T08:08:14+00:00","https://index-4k9.henry-rummenigge-com-s-account.workers.dev/1be6e32b8faff678","200","","1","0","0.35","0.65","0.10625","0.3","0.4166666667","0.1298701299","0.8805048953","1","0.1","0.375","0.1111111111","0","1","0","0","0","0","0.005555555556","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"https://jfja-vy75-607y.elaine-titotiberti-com-s-account.workers.dev/5ca8753f48250e9d?email=","1","OpenPhish","2026-04-26T08:08:14+00:00","https://jfja-vy75-607y.elaine-titotiberti-com-s-account.workers.dev/5ca8753f48250e9d?email=","200","","1","0","0.4136363636","0.7375","0.10625","0.3","0.5","0.1758241758","0.891913786","1","0.1","0.4583333333","0.09090909091","0","1","0","0","0","0","0.005555555556","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"https://58a5-rfki-yn4n.adobe-signature-sharedoc-mail-com-s-account.workers.dev/326301268b4a2ac7?email=a/","1","OpenPhish","2026-04-26T08:08:15+00:00","https://58a5-rfki-yn4n.adobe-signature-sharedoc-mail-com-s-account.workers.dev/326301268b4a2ac7?email=a/","200","","1","0","0.4727272727","0.875","0.10625","0.3","0.6666666667","0.1538461538","0.8857667182","1","0.1","0.5416666667","0.07692307692","0","1","0","0","0","0","0.005555555556","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"https://15le-f8yg-k4f9.daniellepanabaker4-outlook-com-s-account.workers.dev/0x69d3c2d3fe397724fe099fa6/om/1775575020/","1","OpenPhish","2026-04-26T08:08:15+00:00","https://15le-f8yg-k4f9.daniellepanabaker4-outlook-com-s-account.workers.dev/0x69d3c2d3fe397724fe099fa6/om/1775575020/","200","","1","0","0.5318181818","0.8375","0.2625","0.3","0.5","0.2735042735","0.9006040851","1","0.3","0.5","0.08333333333","0","1","0","0","0","0","0.005555555556","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"https://676l-jiqm-2xra.adobe-signature-shared-doc-required-mail-com-s-account.workers.dev/33dc4bc7d0e7ec21?email=a/$%7BuserEmail%7D","1","OpenPhish","2026-04-26T08:08:15+00:00","https://676l-jiqm-2xra.adobe-signature-shared-doc-required-mail-com-s-account.workers.dev/33dc4bc7d0e7ec21?email=a/$%7BuserEmail%7D","200","","1","0","0.5954545455","1","0.10625","0.3","0.8333333333","0.106870229","0.8878136455","1","0.1","0.7083333333","0.05882352941","0","1","0","0","0","0","0.005555555556","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"https://jfja-vy75-607y.elaine-titotiberti-com-s-account.workers.dev/50","1","OpenPhish","2026-04-26T08:08:15+00:00","https://jfja-vy75-607y.elaine-titotiberti-com-s-account.workers.dev/50","200","","1","0","0.3181818182","0.7375","0.01875","0.3","0.5","0.1","0.8409080162","1","0.1","0.4166666667","0.1","0","1","0","0","0","0","0.005555555556","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"https://docusign-ac3.christina-parsons-charter-comm-com-s-account.workers.dev/e234e5a038efd248","1","OpenPhish","2026-04-26T08:08:15+00:00","https://docusign-ac3.christina-parsons-charter-comm-com-s-account.workers.dev/e234e5a038efd248","200","","1","0","0.4272727273","0.8625","0.10625","0.3","0.5833333333","0.1170212766","0.8276507353","1","0.1","0.4583333333","0.09090909091","0","1","0","0","0","0","0.005555555556","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"https://jfja-vy75-607y.elaine-titotiberti-com-s-account.workers.dev/508252af4ac5239d?email=a","1","OpenPhish","2026-04-26T08:08:15+00:00","https://jfja-vy75-607y.elaine-titotiberti-com-s-account.workers.dev/508252af4ac5239d?email=a","200","","1","0","0.4181818182","0.7375","0.10625","0.3","0.5","0.1739130435","0.8902393341","1","0.1","0.4583333333","0.09090909091","0","1","0","0","0","0","0.005555555556","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"https://15le-f8yg-k4f9.daniellepanabaker4-outlook-com-s-account.workers.dev/0x69d3c2d3fe397724fe099fa6/om/1775574744/","1","OpenPhish","2026-04-26T08:08:15+00:00","https://15le-f8yg-k4f9.daniellepanabaker4-outlook-com-s-account.workers.dev/0x69d3c2d3fe397724fe099fa6/om/1775574744/","200","","1","0","0.5318181818","0.8375","0.2625","0.3","0.5","0.2735042735","0.8964781768","1","0.3","0.5","0.08333333333","0","1","0","0","0","0","0.005555555556","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"https://4q9s-88wy-caec.office-hensoncontractor-com-s-account.workers.dev/a0299c3a85223e47?email=%7B%7Bemail%7D%7D","1","OpenPhish","2026-04-26T08:08:15+00:00","https://4q9s-88wy-caec.office-hensoncontractor-com-s-account.workers.dev/a0299c3a85223e47?email=%7B%7Bemail%7D%7D","200","","1","0","0.5136363636","0.8","0.10625","0.3","0.5","0.1769911504","0.8933628639","1","0.1","0.625","0.06666666667","0","1","0","0","0","0","0.005555555556","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"http://news.cistronixperu.com/rs3/login.php","1","OpenPhish","2026-04-26T08:08:17+00:00","https://www.news.cistronixperu.com/rs3/login.php","200","","1","0","0.1954545455","0.275","0.0875","0.3","0","0.02325581395","0.752833708","0","0.2","0.25","0.1666666667","0","1","0","0","0","0","0.005555555556","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"https://cloudmail00.standard.us-east-1.oortstorages.com/inv1.ht","1","OpenPhish","2026-04-26T08:08:16+00:00","https://cloudmail00.standard.us-east-1.oortstorages.com/inv1.ht","200","","1","0","0.2863636364","0.5875","0.05","0.5","0.1666666667","0.06349206349","0.7801263832","1","0.1","0.3333333333","0","0","1","0","0","0","0","0.005555555556","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"https://github.com","0","Manual_Normal_Seed","2026-04-26T08:10:07+00:00","https://github.com","502","HTTP Error 502: Bad Gateway or Proxy Error","9","12","0.08181818182","0.125","0","0.1","0","0","0.669734975","1","0","0.08333333333","0","0.5","0","1","1","0","0","0.05","0.04615384615","0.6","0.4","0","0","0","0","0","0","0.6","0","0","0.2371428571","0.3983571429","0.2238903061","0.2800535714","0.08333333333","0.1"
"https://www.amazon.com","0","Manual_Normal_Seed","2026-04-26T08:10:07+00:00","https://www.amazon.com","202","","1","0","0.1","0.175","0","0.2","0","0","0.6723356042","1","0","0.125","0","0","1","0","0","0","0","0.005555555556","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"https://www.facebook.com","0","Manual_Normal_Seed","2026-04-26T08:10:07+00:00","https://www.facebook.com","400","HTTP Error 400: Bad Request","5","9","0.1090909091","0.2","0","0.2","0","0","0.7009797349","1","0","0.125","0","0.3333333333","0","1","1","0","0","0.02777777778","0.03461538462","1","0","0","0","0","0","0","0","0.25","0","0","0.1348","0.149","0.1094","0.0495","0","0.03333333333"
"https://x.com","0","Manual_Normal_Seed","2026-04-26T08:10:11+00:00","https://x.com","0","The read operation timed out","1","0","0.05909090909","0.0625","0","0.1","0","0","0.6168631655","1","0","0.04166666667","0","0","0","1","1","0","0","0.005555555556","0","0","0","0","0","0","0","0","0","0","0","0","0.25","0","0","0","0","0"
"https://stackoverflow.com","0","Manual_Normal_Seed","2026-04-26T08:10:07+00:00","https://stackoverflow.com","403","HTTP Error 403: Forbidden","2","1","0.1136363636","0.2125","0","0.1","0","0","0.7315391254","1","0","0.08333333333","0","0","0","1","1","0","0","0.01111111111","0.003846153846","0","0","0","0","0","0","0","0","0","1","0","0.4975","0.5025","0.5025","0","1","0"
"https://www.adobe.com","0","Manual_Normal_Seed","2026-04-26T08:10:11+00:00","https://www.adobe.com","0","The read operation timed out","1","0","0.09545454545","0.1625","0","0.2","0","0","0.6881712414","1","0","0.125","0","0","0","1","1","0","0","0.005555555556","0","0","0","0","0","0","0","0","0","0","0","0","0.25","0","0","0","0","0"
"https://www.oracle.com","0","Manual_Normal_Seed","2026-04-26T08:10:07+00:00","https://www.oracle.com","403","HTTP Error 403: Forbidden","3","2","0.1","0.175","0","0.2","0","0","0.6888645298","1","0","0.125","0","0","0","1","1","0","0","0.01666666667","0.007692307692","0","0","0","0","0","0","0","0","1","0","0","0.13075","0.0995","0.0995","0","0","0.03333333333"
"https://www.intel.com","0","Manual_Normal_Seed","2026-04-26T08:10:07+00:00","https://www.intel.com","0","<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1028)>","1","0","0.09545454545","0.1625","0","0.2","0","0","0.6816354188","1","0","0.125","0","0","0","1","1","0","0","0.005555555556","0","0","0","0","0","0","0","0","0","0","0","0","0.25","0","0","0","0","0"
"https://www.coupang.com","0","Manual_Normal_Seed","2026-04-26T08:10:07+00:00","https://www.coupang.com","403","HTTP Error 403: Forbidden","1","0","0.1045454545","0.1875","0","0.2","0","0","0.6900161066","1","0","0.125","0","0","0","1","1","0","0","0.005555555556","0","0","0","0","0","0","0","0","0","0","0","0","0.25","0","0","0","0","0"
"https://www.gmarket.co.kr","0","Manual_Normal_Seed","2026-04-26T08:10:07+00:00","https://www.gmarket.co.kr","403","HTTP Error 403: Forbidden","2","1","0.1136363636","0.2125","0","0.3","0","0","0.6969581254","1","0","0.1666666667","0","0","0","1","1","0","0","0.01111111111","0.003846153846","0","0","0","0","0","0","0","0","0","1","0","0.4975","0.5025","0.5025","0","1","0"
"https://www.auction.co.kr","0","Manual_Normal_Seed","2026-04-26T08:10:07+00:00","https://www.auction.co.kr","403","HTTP Error 403: Forbidden","2","1","0.1136363636","0.2125","0","0.3","0","0","0.6969581254","1","0","0.1666666667","0","0","0","1","1","0","0","0.01111111111","0.003846153846","0","0","0","0","0","0","0","0","0","1","0","0.4975","0.5025","0.5025","0","1","0"
"https://www.oliveyoung.co.kr","0","Manual_Normal_Seed","2026-04-26T08:10:08+00:00","https://www.oliveyoung.co.kr","403","HTTP Error 403: Forbidden","1","0","0.1272727273","0.25","0","0.3","0","0","0.7554628267","1","0","0.1666666667","0","0","0","1","1","0","0","0.005555555556","0","0","0","0","0","0","0","0","0","0","0","0","0.25","0","0","0","0","0"
"https://www.expedia.com","0","Manual_Normal_Seed","2026-04-26T08:10:07+00:00","https://www.expedia.com","429","HTTP Error 429: Too Many Requests","1","0","0.1045454545","0.1875","0","0.2","0","0","0.7058263833","1","0","0.125","0","0","0","1","1","0","0","0.005555555556","0","0","0","0","0","0","0","0","0","0","0","0","0.25","0","0","0","0","0"
"https://www.koreanair.com","0","Manual_Normal_Seed","2026-04-26T08:10:07+00:00","https://www.koreanair.com","403","HTTP Error 403: Forbidden","1","0","0.1136363636","0.2125","0","0.2","0","0","0.7224837618","1","0","0.125","0","0","0","1","1","0","0","0.005555555556","0","0","0","0","0","0","0","0","0","0","0","0","0.25","0","0","0","0","0"
"https://www.kbstar.com","0","Manual_Normal_Seed","2026-04-26T08:10:11+00:00","https://www.kbstar.com","0","<urlopen error _ssl.c:1011: The handshake operation timed out>","1","0","0.1","0.175","0","0.2","0","0","0.6826257901","1","0","0.125","0","0","0","1","1","0","0","0.005555555556","0","0","0","0","0","0","0","0","0","0","0","0","0.25","0","0","0","0","0"
"https://banking.nonghyup.com","0","Manual_Normal_Seed","2026-04-26T08:10:08+00:00","https://banking.nonghyup.com","200","","1","0","0.1272727273","0.25","0","0.2","0","0","0.7312073884","1","0","0.125","0","0","1","0","0","0","0","0.005555555556","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"https://www.coinbase.com","0","Manual_Normal_Seed","2026-04-26T08:10:08+00:00","https://www.coinbase.com","403","HTTP Error 403: Forbidden","2","1","0.1090909091","0.2","0","0.2","0","0","0.7066985797","1","0","0.125","0","0","0","1","1","0","0","0.01111111111","0.003846153846","0","0","0","0","0","0","0","0","0","1","0","0.4975","0.5025","0.5025","0","1","0"
